VENDOR_ID,ADVERTISER,MI_CAMPAIGN_NAME,MEDIA_SUBTYPE,PLAN_LABEL,AUDIENCE,FLIGHT_LABEL,SITE_NAME,DEVICE,CREATIVE_NAME
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",former
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",however
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Core - All4 - Tag 4,"Desktop, Mobile, Unknown",former
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",however
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Core - All4 - Tag 4,"Desktop, Mobile, Unknown",however
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",however
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",former
4125.16.15,pull,reduce,man,technology,Adults 25-44,popular,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",former
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Core - RTE - Tag 4,"Desktop, Mobile, Unknown",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Dailymail.co.uk,"Desktop, Mobile",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,thejournal.ie,"Desktop, Mobile, App",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,MHIE_independent.ie,"Desktop, Mobile, App",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,extra.ie,"Desktop, Mobile",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Trinity Mirror,"Desktop, Mobile, App",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,evoke.ie,"Desktop, Mobile",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Soundcloud Video - CORE,"Desktop, Mobile, App",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Discovery+ Midroll - Tag 4,"Desktop, Mobile, Unknown",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Core - All4 - Tag 4,"Desktop, Mobile, Unknown",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Core - Samsung TV - Tag 4,"Desktop, Mobile, Unknown",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,Rakuten - Influent Media -  Tag 4,"Desktop, Mobile, App",back
4180.42.11,Democrat,home,man,can,Adults 15-44,individual,ClubberTV - Midroll Tag 4,"Desktop, Mobile, Unknown",back
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - RTE - Tag 4,"Desktop, Mobile, Unknown",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - RTE - Tag 4,"Desktop, Mobile, Unknown",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - RTE - Tag 4,"Desktop, Mobile, Unknown",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - RTE - Tag 4,"Desktop, Mobile, Unknown",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core- TG4,"Desktop, Mobile, App",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core- TG4,"Desktop, Mobile, App",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Sky Direct,"Desktop, Mobile, Unknown",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core- TG4,"Desktop, Mobile, App",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core- TG4,"Desktop, Mobile, App",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - Samsung TV - Tag 3,"Desktop, Mobile, Unknown",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - Samsung TV - Tag 3,"Desktop, Mobile, Unknown",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - Samsung TV - Tag 3,"Desktop, Mobile, Unknown",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - Samsung TV - Tag 3,"Desktop, Mobile, Unknown",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - VMS - Tag 1,"Desktop, Mobile, Unknown",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - VMS - Tag 1,"Desktop, Mobile, Unknown",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - VMS - Tag 1,"Desktop, Mobile, Unknown",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",effect
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Core - VMS - Tag 1,"Desktop, Mobile, Unknown",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",college
3952.38.4,suggest,her,man,computer,Adults 15+,institution,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",member
3952.38.4,suggest,her,man,computer,Adults 15+,institution,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",present
3952.38.4,suggest,her,man,computer,Adults 15+,institution,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",college
4102.20.18,water,it,man,you,Adults 15+,young,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,Discovery+ Midroll - Tag 3,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,Discovery+ Midroll - Tag 3,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,Sky Direct,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,Sky Direct,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,Trinity Mirror,"Desktop, Mobile, App",I
4102.20.18,water,it,man,you,Adults 15+,young,Trinity Mirror,"Desktop, Mobile, App",health
4102.20.18,water,it,man,you,Adults 15+,young,MHIE_independent.ie,"Desktop, Mobile, App",I
4102.20.18,water,it,man,you,Adults 15+,young,Trinity Mirror,"Desktop, Mobile, App",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,MHIE_independent.ie,"Desktop, Mobile, App",sure
4102.20.18,water,it,man,you,Adults 15+,young,Dailymail.co.uk,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,Dailymail.co.uk,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,Dailymail.co.uk,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,MHIE_independent.ie,"Desktop, Mobile, App",health
4102.20.18,water,it,man,you,Adults 15+,young,thejournal.ie,"Desktop, Mobile, App",health
4102.20.18,water,it,man,you,Adults 15+,young,thejournal.ie,"Desktop, Mobile, App",I
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Publisher Player,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Publisher Player,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Publisher Player,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,thejournal.ie,"Desktop, Mobile, App",sure
4102.20.18,water,it,man,you,Adults 15+,young,extra.ie,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,evoke.ie,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,extra.ie,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,extra.ie,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - RTE - Tag 8 - SF,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,evoke.ie,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,evoke.ie,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - RTE - Tag 8 - SF,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,Soundcloud Video - CORE,"Desktop, Mobile, App",sure
4102.20.18,water,it,man,you,Adults 15+,young,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",I
4102.20.18,water,it,man,you,Adults 15+,young,Core - Samsung TV - Tag 1,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - SPORTS,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,Discovery+ Midroll - Tag 3,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - NEWS,"Desktop, Mobile",I
4102.20.18,water,it,man,you,Adults 15+,young,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",health
4102.20.18,water,it,man,you,Adults 15+,young,Core - VMS - Tag 2,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - NEWS,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,Core - Samsung TV - Tag 1,"Desktop, Mobile, Unknown",I
4102.20.18,water,it,man,you,Adults 15+,young,Core - All4 - Tag 3,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,Soundcloud Video - CORE,"Desktop, Mobile, App",health
4102.20.18,water,it,man,you,Adults 15+,young,Soundcloud Video - CORE,"Desktop, Mobile, App",I
4102.20.18,water,it,man,you,Adults 15+,young,Core - Samsung TV - Tag 1,"Desktop, Mobile, Unknown",health
4102.20.18,water,it,man,you,Adults 15+,young,Rakuten - Influent Media -  Tag 3,"Desktop, Mobile, App",sure
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - SPORTS,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - NEWS,"Desktop, Mobile",health
4102.20.18,water,it,man,you,Adults 15+,young,CORE - Sky Video Player - SPORTS,"Desktop, Mobile",sure
4102.20.18,water,it,man,you,Adults 15+,young,ClubberTV - Midroll Tag 4,"Desktop, Mobile, Unknown",sure
4102.20.18,water,it,man,you,Adults 15+,young,ClubberTV - Midroll Tag 4,"Desktop, Mobile, Unknown",I
3885.4.32,former,account,man,occur,Adults 25-44,other,Core - RTE - Tag 39,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Sky Direct,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Core - All4 - Tag 2,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Discovery+ Midroll - Tag 3,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Rakuten - Influent Media -  Tag 2,"Desktop, Mobile, App",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Core - VMS - Tag 4,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,Core - Samsung TV - Tag 2,"Desktop, Mobile, Unknown",son
3885.4.32,former,account,man,occur,Adults 25-44,other,LG Instream - Tag 2,"Desktop, Mobile, Unknown",son
4117.28.9,way,more,man,end,Adults 25-54,table,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,LG Instream - Tag 1,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Discovery+ Midroll - Tag 4,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Sky Direct,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Core - All4 - Tag 1,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Core - Samsung TV - Tag 1,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Core - VMS - Tag 4,"Desktop, Mobile, Unknown",have
4117.28.9,way,more,man,end,Adults 25-54,table,Rakuten - Influent Media -  Tag 1,"Desktop, Mobile, App",have
4117.28.9,way,more,man,end,Adults 25-54,table,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",have
4116.26.41,way,foreign,man,teach,Adults 25-54,institution,Sky Direct,"Desktop, Mobile, Unknown",and
4065.7.60,garden,already,man,point,Adults 18+,today,Core - RTE - Tag 2,"Desktop, Mobile, Unknown",find
4065.7.60,garden,already,man,point,Adults 18+,today,Core - All4 - Tag 2,"Desktop, Mobile, Unknown",find
4065.7.60,garden,already,man,point,Adults 18+,today,Discovery+ Midroll - Tag 2,"Desktop, Mobile, Unknown",find
4065.7.60,garden,already,man,point,Adults 18+,today,Rakuten - Influent Media -  Tag 2,"Desktop, Mobile, App",find
4065.7.60,garden,already,man,point,Adults 18+,today,Core - VMS - Tag 3,"Desktop, Mobile, Unknown",find
4065.7.60,garden,already,man,point,Adults 18+,today,LG Instream - Tag 2,"Desktop, Mobile, Unknown",find
4065.7.60,garden,already,man,point,Adults 18+,today,ClubberTV - Midroll Tag 4,"Desktop, Mobile, Unknown",find
4018.10.6,half,treat,man,tend,Adults 15+,local,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",summer
4018.10.6,half,treat,man,tend,Adults 15+,local,Core - All4 - Tag 1,"Desktop, Mobile, Unknown",summer
4018.10.6,half,treat,man,tend,Adults 15+,local,Core - VMS - Tag 3,"Desktop, Mobile, Unknown",summer
4018.10.6,half,treat,man,tend,Adults 15+,local,Sky Direct,"Desktop, Mobile, Unknown",summer
4118.3.29,way,home,man,end,Adults 25-54,night,Core - RTE - Tag 38,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Core - VMS - Tag 4,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Sky Direct,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Discovery+ Midroll - Tag 4,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Core - Samsung TV - Tag 1,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Rakuten - Influent Media -  Tag 1,"Desktop, Mobile, App",approach
4118.3.29,way,home,man,end,Adults 25-54,night,Core - All4 - Tag 1,"Desktop, Mobile, Unknown",approach
4118.3.29,way,home,man,end,Adults 25-54,night,ClubberTV - Midroll Tag 3,"Desktop, Mobile, Unknown",approach
4085.19.5,rise,too,man,which,Adults 25-54,win,Core - RTE - Tag 6 - National Lottery,"Desktop, Mobile, Unknown",service
4085.19.5,rise,too,man,which,Adults 25-54,win,MHIE_independent.ie,"Desktop, Mobile, App",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Dailymail.co.uk,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,CORE - Sky Publisher Player,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Trinity Mirror,"Desktop, Mobile, App",service
4085.19.5,rise,too,man,which,Adults 25-54,win,thejournal.ie,"Desktop, Mobile, App",service
4085.19.5,rise,too,man,which,Adults 25-54,win,evoke.ie,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,extra.ie,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Core - All4 - Tag 4,"Desktop, Mobile, Unknown",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Discovery+ Midroll - Tag 4,"Desktop, Mobile, Unknown",service
4085.19.5,rise,too,man,which,Adults 25-54,win,CORE - Sky Video Player - SPORTS,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Soundcloud Video - CORE,"Desktop, Mobile, App",service
4085.19.5,rise,too,man,which,Adults 25-54,win,CORE - Sky Video Player - NEWS,"Desktop, Mobile",service
4085.19.5,rise,too,man,which,Adults 25-54,win,ClubberTV - Midroll Tag 4,"Desktop, Mobile, Unknown",service
4085.19.5,rise,too,man,which,Adults 25-54,win,Core - VMS - Tag 1,"Desktop, Mobile, Unknown",service
4154.8.16,tax,answer,man,model,Adults 15-44,good,thejournal.ie,"Desktop, Mobile, App",entire
4154.8.16,tax,answer,man,model,Adults 15-44,good,thejournal.ie,"Desktop, Mobile, App",suddenly
4154.8.16,tax,answer,man,model,Adults 15-44,good,CORE - Sky Publisher Player,"Desktop, Mobile",entire
4154.8.16,tax,answer,man,model,Adults 15-44,good,thejournal.ie,"Desktop, Mobile, App",prepare
4154.8.16,tax,answer,man,model,Adults 15-44,good,Trinity Mirror,"Desktop, Mobile, App",suddenly
4154.8.16,tax,answer,man,model,Adults 15-44,good,Core - RTE - Tag 8 - SF,"Desktop, Mobile, Unknown",entire
4154.8.16,tax,answer,man,model,Adults 15-44,good,CORE - Sky Publisher Player,"Desktop, Mobile",suddenly
4154.8.16,tax,answer,man,model,Adults 15-44,good,Trinity Mirror,"Desktop, Mobile, App",entire
